,time_ms,delta_ms,accel__x,accel__y,gyro__x,gyro__y,gyro__z,CF_angle__x,CF_angle__y,kalman__x,kalman__y,comp_heading,heading
12,1221.3590000000002,110,-172.22721759145773,-176.5284590725632,37.58391266000001,0.36283407999999984,6.589606030000001,-167.42771543903928,-178.00647743237664,-166.72148409331348,-179.293626475093,142.5798512351,145.03717797273254
13,1332.098,110,-169.86057675142084,-176.04488081617816,48.58311178000001,-0.4128499200000002,7.93153935,-164.4877525784682,-177.13979306265756,-163.77727303503556,-178.72132542389065,142.5798512351,146.2784274162579
14,1442.9879999999998,110,-165.4964501589967,-174.2498844547145,57.83685488000001,-1.8400827200000003,9.056260850000001,-161.3914738867853,-175.97674101789173,-161.10648996676872,-177.85421454976662,143.70929537458343,150.0845856176468
15,1553.8410000000001,110,-160.13329864126192,-173.17726391340761,58.96164743000001,-1.8478399100000003,9.459634730000001,-160.18665171947129,-174.30015763120127,-161.33437473623724,-176.11522236098241,144.4219798026033,155.3494491905828
16,1664.658,110,-153.43632156248768,-172.67461210006002,50.753306660000014,-2.54543261,14.27302436,-159.41978993328112,-173.60386739251652,-162.93082599815503,-175.29440438988556,146.44808608261607,164.56397151769315
17,1775.418,110,-143.77879548071093,-171.72520151458497,34.77251876000001,-0.4906491100000001,15.754019260000002,-156.427508421739,-171.6547544657576,-162.8567407435769,-172.9688169693426,149.77104338295823,179.25776370283083
18,1886.229,110,-134.87217995725823,-170.86960071770142,16.75934876000001,-2.1641307100000002,15.932214060000002,-150.69957934305052,-171.8530548569239,-159.21873885654873,-173.2472451342484,153.946378349785,191.64063404786356
19,1996.931,110,-134.87217995725823,-170.86960071770142,5.079029200000008,-2.6056282000000004,14.49928361,-145.87526753557512,-171.4395813693904,-153.76787483084215,-172.72511595523278,153.946378349785,191.64063404786356
20,2107.6130000000003,110,-134.87217995725823,-171.9003077673619,-5.251040969999993,-3.667308330000001,11.05851005,-143.40544305658497,-172.1406892601733,-150.00367586202623,-173.25149459370257,153.946378349785,191.02494399185642
21,2218.394,110,-134.87217995725823,-172.45520812952773,-10.277926889999993,-2.1080427900000007,11.06626759,-140.29623956498892,-171.70569436578597,-145.13819927066717,-172.43625108208846,153.946378349785,190.54542732506073
22,2329.251,110,-134.87217995725823,-173.0216850879072,-6.764744279999992,-1.6737420700000007,10.438082620000001,-135.6365307563505,-172.3215685110587,-138.148921946006,-172.87242133289945,153.946378349785,189.52324318751607
23,2440.0460000000003,110,-145.2246592724403,-174.4106254151048,-3.039478679999992,-0.8122744000000007,10.554497170000001,-139.8993016260044,-173.23041558548636,-139.5281505832606,-173.5634438079117,148.4959082150576,173.1339418402696
24,2550.9919999999997,110,-154.93981203202344,-175.37250677176164,-1.527318029999992,0.2888887399999994,10.67857189,-148.3187436096158,-174.07520504125154,-146.237903552831,-174.28107315430427,144.33529370778265,158.95498907033218
25,2661.7690000000002,110,-166.2841141899327,-177.32079494045897,0.45669477000000813,0.30438883999999944,11.10482464,-158.30436083780594,-176.016358940776,-155.15198346362848,-176.17565347925117,141.79488311382232,147.56738396991952
26,2772.5119999999997,110,-172.98315224719002,-177.4045890145622,1.2777919700000082,0.7071912399999996,11.267494840000001,-166.7831968034364,-176.6881760250477,-163.77390495259738,-177.0025826960083,140.33440246640433,142.43260603343748
27,2883.189,110,-174.43936572973232,-177.4559983800183,-1.5650120499999922,0.5522700399999996,11.60832148,-172.51401976721394,-177.21083791803005,-170.89662817602286,-177.737340689269,139.70072486819473,141.12351260903316
28,2993.885,110,-175.14112476323493,-177.49278152849973,-28.476631749999996,0.35838228999999955,10.84052599,-184.85493064482654,-177.45755918431183,-187.1047791637618,-178.14198691567313,139.57982883849309,140.70275030034125
29,3104.724,110,-175.70173637153692,-177.78598902038533,-49.05667431,-4.887358980000001,7.717876459999999,-187.59503110485278,-179.75291359395592,-192.13575491774438,-181.03404314317447,139.5680276701469,140.5288362189783
30,3215.437,110,-175.73808575538823,-177.78598902038533,-65.24974071,-5.740441980000001,6.663155659999999,-186.95809045517404,-178.91399204981354,-192.13385969706837,-180.2074388393905,139.43521593333818,140.36436070372733
31,3326.3379999999997,110,-175.99313152125302,-177.78598902038533,-77.58189201,-6.291122950000001,3.886482599999999,-185.31197561482145,-178.4574626201566,-189.95859050852906,-179.5853968499529,139.49396466821952,140.32256117837173
32,3437.111,110,-178.48965812880397,-177.78598902038533,-74.86866401,-6.632214470000001,4.328351159999999,-180.13329392321097,-178.19101506829384,-182.1972714628862,-179.1265102047005,138.30468652805592,138.18362094860012
33,3547.886,110,167.76149568861777,-177.73911937408855,-64.54662305000001,-5.8650357500000005,6.691881559999999,32.73239622788627,-177.61300616377065,-2.8926853338101353,-178.28277150706685,135.335558329227,132.6530265057067
34,3658.668,110,152.7074904982048,-178.46474834066154,-39.08844443000001,-3.2509570800000005,8.375131029999999,114.90072423807739,-177.0784200019052,91.58341265515449,-177.27306917079764,133.5605280759243,132.75590244814526
35,3769.5699999999997,110,138.2513960372683,-178.7729598267951,-21.293609680000007,-3.5760475800000004,8.498975029999999,136.02906121759193,-178.22518009683915,129.55729019492068,-178.42507047966467,132.15407250316795,136.17518808679867
36,3880.112,110,138.2513960372683,-178.7729598267951,-7.018183620000004,-0.6390351800000005,8.63809667,143.07263253339775,-177.37904297481273,147.12435132192059,-177.36810619152794,132.15407250316795,136.17518808679867
37,3990.533,110,138.2513960372683,-178.7729598267951,4.878876099999998,-0.018588780000000416,8.738919209999999,144.93871452372008,-177.96721452600218,154.58519824340823,-178.03737015896363,132.15407250316795,136.17518808679867
38,4101.473999999999,110,138.2513960372683,-178.7729598267951,6.8748311799999975,-0.2506765800000004,8.754391729999998,141.724705463849,-178.54349682647793,152.96326217167646,-178.82045786802544,132.15407250316795,136.17518808679867
39,4211.9130000000005,110,138.2513960372683,-178.7729598267951,7.231401099999998,-0.8630466600000004,8.452082449999999,139.78334777590058,-178.92612265866825,150.97569193035753,-179.4056372359739,131.75783055481844,135.78014976991903
